aa,ea
0.44706766673156256,0.6415399917294122
0.43138330816647596,0.6463315154682715
0.44172031879644424,0.46584578427433343
0.44771733731134095,0.6174196120605007
0.43637218539319783,0.6327904896127208
0.456882051071607,0.5657514336377439
0.369296040291782,0.6497755919861615
0.38256110244309116,0.6269186658565481
0.41592153677167726,0.5528252107683255
0.3990151015787597,0.5826145183385372
0.3954767418050719,0.5778510562498069
0.3610122192158143,0.48302695443447907
0.3413978214982878,0.5678103186560179
0.3523854657033469,0.5927835647290125
0.34504700943040423,0.5418705412492111
0.413284405620746,0.5780728700692152
0.3859261906620293,0.6174331477834443
0.3595611462868157,0.5217707425805325
0.48747122092899364,0.5583891329765881
0.45132523913248207,0.6098444234632298
0.381344790651423,0.5241532229209686
0.42215187587513564,0.47431175960558825
0.41222708022049187,0.4711044534517871
0.3964700656997751,0.42516075236321793
0.41964047651158626,0.6802256360484059
0.43800112289881377,0.5750715916399577
0.43829692703850115,0.4497310360278647
0.4182334693095366,0.6073703476407123
0.44510414318684016,0.6062541181103838
0.4393721216173887,0.5206928418059646
0.371263379481135,0.5809212212616809
0.3694269914353093,0.6416200386480992
0.36571362186079603,0.5221530096676913
0.3719330557112907,0.5568888109203574
0.392822039509581,0.5685793554230946
0.3615382000132404,0.47053679750729466
0.3526985226120756,0.5577830361054821
0.35664702667078896,0.5522331168443385
0.33546358140477517,0.4840671619770423
0.3600759491024472,0.64148763212254
0.37238463740177596,0.5525243499079504
0.34384695445228886,0.504467102118057
0.46881020664944306,0.634217738569101
0.4517605202562922,0.5935835177417335
0.38189158664242806,0.5058986607806278
0.39169394495183835,0.4487332100917897
0.39450700786902076,0.47068335685298507
0.37621553813032554,0.4212247948299698
0.42649681975464704,0.6426012126087999
0.44447402914096157,0.6088469664722421
0.4844589823415042,0.49299580443989044
0.4296313598451353,0.6105822678789737
0.43383277141640136,0.62220014617066
0.49905869745045833,0.5482180962162684
0.3874182929019149,0.5653133675132391
0.38115075362823586,0.5945682899403231
0.3998210108925645,0.533901758851298
0.39219347757929457,0.5454230061196145
0.40438275231998216,0.558077670732651
0.38657465450580614,0.5155029864815316
0.3450625471272478,0.5967848208389673
0.3655925090034965,0.603268383582907
0.355493014387701,0.5645031774185584
0.3825815187910517,0.608227804942361
0.38146984944084705,0.5984367443692232
0.375916115278557,0.510833190794434
0.4757491779050168,0.5363229044424378
0.4599807253554191,0.5576779629059622
0.416287213673148,0.520174800402094
0.41642486990073985,0.45199169445093035
0.4080064949902115,0.47046181723336633
0.41702480747824794,0.42515037199899264
0.4387604996981988,0.6368538730898786
0.45273291876463195,0.6124988008514908
0.4506437952734147,0.44197629356549095
0.4230440524899948,0.5481261029304992
0.42348505848958534,0.5769951973383619
0.4314456542591227,0.4795290258354083
0.3532736278717965,0.5755881056276688
0.39533985659701343,0.6066000673785429
0.39464353017443715,0.5225210853674818
0.3999240514630699,0.5414037352170614
0.4113073256980832,0.5313403152538777
0.37146180458400496,0.4794062107641085
0.34380009441883486,0.5658555570710612
0.36308312289776756,0.5977269444530636
0.31178840064928226,0.45671063761312647
0.3945241599808185,0.607955119796046
0.39962829581526643,0.6212990362328316
0.36203283280407744,0.4900783842826271
0.49524667243430875,0.6226130602498737
0.4793886906180799,0.579994826013454
0.3891221876942294,0.49667584343811333
0.39480914450041826,0.45072349528052924
0.3985794306154385,0.47670492631983463
0.3807341545896861,0.4201686323247066
0.41424811418869745,0.6347024792368922
0.43746986686418143,0.5557976219121677
0.4443104364193735,0.4555077924386746
0.4123314275816162,0.4862542130702978
0.4165170995943972,0.48751902098921
0.4225030723735312,0.5110441523622529
0.362830126795872,0.44223957080648707
0.3822417186784687,0.4666242581505028
0.4225289433516871,0.45316317926723915
0.3431092163563039,0.44069139649461564
0.367350192258555,0.4022923952569055
0.3241799906164983,0.3725223512981916
0.29259703242397056,0.5173254594400112
0.3336489486695373,0.5377435547275979
0.2881045491341305,0.4363228104614534
0.3282295349359798,0.5017814571552057
0.3401936621032526,0.4748386820796203
0.3109270223869196,0.36751432970733466
0.38032620929545,0.45752591323525726
0.3844281491797982,0.4128719943504119
0.3141386107319537,0.417372850075639
0.3349009756759502,0.35225648610235716
0.3428965769946927,0.36308792625954156
0.3296291236656214,0.3317962977702566
0.39839226167846326,0.6161151178922037
0.4234400828516631,0.5661600843422301
0.44897876986450513,0.4444119726034205
0.4268234904280092,0.5384232867340292
