aa,ea
0.36527412231025513,0.6004744434531464
0.37779061384794965,0.6303916090697607
0.3739050375771462,0.610737936638111
0.37173304487980763,0.6310473017126035
0.5046556593171251,0.5403044135788019
0.4195911633725592,0.5889311177934797
0.4435466795797013,0.5324032224656466
0.46505024878769874,0.5628382418834085
0.4802734283023883,0.5080754796866109
0.49279396667662617,0.49804506036661533
0.4740759165220206,0.4440993044951232
0.4973170539428332,0.5615817951037785
0.4737607653916197,0.6361958037638189
0.35159135705630884,0.6777011460041575
0.3406290592513547,0.6463680161039066
0.3818787793592259,0.6585983437212991
0.3630458728709658,0.6117569143801305
0.3160287757330467,0.6155448577584464
0.41229492116861144,0.6296604972607681
0.42628179882153816,0.6353740722018792
0.3828075548171047,0.6038207404307238
0.4019096310393815,0.6195094012636184
0.3796001975715768,0.6205396032025687
0.41254651789197927,0.6093658051833822
0.38976737813440626,0.5861012746499815
0.36579428821441373,0.5872745721453628
0.4162848180698231,0.6466337797522396
0.36348946180641895,0.6547643785339613
0.3968316676264251,0.5422281024995185
0.3947520565590334,0.5373056286930642
0.3499358695684883,0.5408677166936999
0.3616309487111018,0.5694588316965951
0.385383677422392,0.5780090033960461
0.3773021244476681,0.6056366604198621
0.40796447414731374,0.564914256191062
0.3477335607740822,0.5917869967360344
0.36045600649069454,0.5406533487537163
0.42127996259862344,0.5322874064716772
0.3848636066524457,0.575290025658595
0.3852157540034341,0.5853061776328777
0.3887114600220938,0.6471266585891927
0.3766122729275257,0.6277688860027321
0.5087436392480632,0.6335027733086029
0.4646389210000116,0.6441486183991668
0.4873658973316346,0.6315927000003128
0.4765758292051324,0.6189104306579148
0.4973337066562612,0.6167320347359886
0.509579217213234,0.6425212709024385
0.4958508578314529,0.5425215097311509
0.5194146112669568,0.568022768937153
0.46596034689597693,0.533200798694599
0.37019108544918716,0.5257260909810025
0.3277861784589756,0.5030403555306585
0.3703885648186803,0.4993871650681865
0.36615645135099717,0.4463531075171893
0.33797762825871575,0.5530400738882135
0.3883570613837868,0.6693460526171322
0.43520234452553946,0.6564177814071869
0.4195261075441105,0.6541414545301254
0.4230729897873966,0.6666674204319981
0.38828281137136217,0.6273692448750693
0.4124001826363122,0.6226414212910643
0.42574998920998586,0.6495284034574197
0.3816963459471404,0.6491771756777005
0.4360161867601109,0.6304467219464125
0.36926390063812864,0.608481316939672
0.38633500618879335,0.6227422163716281
0.392949293266306,0.6307090312995891
0.3652020482827778,0.6053872076097243
0.3810787990604239,0.6047491108211704
0.41020059329806546,0.6532559252640758
0.3850021481073735,0.6699518253708175
0.3946306659530954,0.5534652381299806
0.35161277335515173,0.5406757116702409
0.3845073610249311,0.5539893968909342
0.4185635733855469,0.5610235866106078
0.3899032307746488,0.5640522208403007
0.37716037742883624,0.5912699655080031
0.39527680230629847,0.5633522458488164
0.3757925791704818,0.5761797058699828
0.5126486280841291,0.5457371519953623
0.4859572237080655,0.5345878430040235
0.4952796976532764,0.5679638719673705
0.45783261248644624,0.5812334696282992
0.47912721221962884,0.6394727701256466
0.5121183205124655,0.6394394867359441
0.49369029176800483,0.6326101673512352
0.49124074064464635,0.641994329558095
0.4628359015736675,0.6223806276379781
0.4094628105628825,0.6305819936797084
0.37354502568526193,0.6211705710379941
0.38649526478870533,0.6219613106287697
0.387520608214313,0.5690305031607427
0.3556164050830748,0.6184858191106305
0.4662522860397338,0.5977981816644844
0.4214500917528666,0.5788534970082378
0.421258885902063,0.5663748929627176
0.43160625169931044,0.555481373704707
0.4007086911901681,0.5254136886991012
0.4189498450108764,0.5682354977248972
0.4050698054724303,0.6481055266116281
0.3831617819208134,0.6707381912786318
0.4369644652859849,0.6493068723233643
0.36631560365405536,0.6305551563273317
0.3905509975799863,0.6181568764720395
0.41813261976416466,0.6140438738841653
0.3893285306155835,0.6436238677126022
0.3807806142929488,0.6197688107347815
0.40775630391487594,0.6402911109974475
0.4318656986348126,0.6371282571186199
0.413795312966596,0.6499895585197455
0.37089880193679736,0.6505348593243131
0.3897102014357945,0.6415456898453539
0.4649850031686522,0.6449552464494296
0.3668975313235022,0.640201398549516
0.3697730713886581,0.6540457453813758
0.3810951780286768,0.5873021258897791
0.3614430679913053,0.5806574315704057
0.4950610972137168,0.6178886466639416
0.4506521014025079,0.6059058667371671
0.4719413035675971,0.5406173517603179
0.464481643832241,0.5889822160187437
0.48034561373785245,0.5834468468010489
0.4985008526155929,0.5756648353994585
0.5040195814611608,0.5266467037049037
0.5126236486849878,0.507896479856048
0.4562359944027068,0.5595978737892557
0.3524874864695532,0.5588934529929984
0.3598926082084561,0.6410290404064252
0.3792660989888649,0.640440712932837
0.37490405349968287,0.6643788972249836
0.3154843154614305,0.6417587910035283
0.40351694558300216,0.5880793415113947
0.41843001920995704,0.6131601513810154
0.40615972945990114,0.6018355487415264
0.39950316714205664,0.6071265610032502
0.39005850478473736,0.5338292023177681
0.4201036597756086,0.569349421845248
0.39614037097726845,0.5471431180762345
0.3955258664415885,0.564230710814431
0.4068547624000053,0.5185581706851502
0.35819189606317103,0.5111209527532632
0.38582799754705077,0.47307905880899054
0.3960756361805188,0.5437183317131628
0.39611115504325606,0.6302346230545849
0.3791123027479654,0.668276994413247
0.3984687526436713,0.6405796954180718
0.36923747447909994,0.6383684974062642
0.40043782383553983,0.596242940871046
0.363739286554715,0.60049450969165
0.3711624403992437,0.6202132142327457
0.3965811983915771,0.6151858891427333
0.2915340978579896,0.6031168641578286
0.29872193823357734,0.6250136014508989
0.2873740276547185,0.6352895686754669
0.29401658987885404,0.6382878112917609
0.4134692580329089,0.6210365851858571
0.3456484136642308,0.6236987540136143
0.39392089475910674,0.6277185380525095
0.40331198968665216,0.6291943858552815
0.44109000352699107,0.5193644882591477
0.41575993456533444,0.5160776197729218
0.47185809997258243,0.5513316891107961
